"","year","state","Type","n()"
"1323",2019,"Wisconsin","Fog",12788
"1324",2019,"Wisconsin","Hail",18
"1325",2019,"Wisconsin","Precipitation",1046
"1326",2019,"Wisconsin","Rain",24354
"1327",2019,"Wisconsin","Snow",12612
"1328",2019,"Wisconsin","Storm",62
"1329",2019,"Wyoming","Cold",922
"1330",2019,"Wyoming","Fog",5197
"1331",2019,"Wyoming","Precipitation",176
"1332",2019,"Wyoming","Rain",9427
"1333",2019,"Wyoming","Snow",12813
"1334",2019,"Wyoming","Storm",715
"1335",2020,"Alabama","Cold",770
"1336",2020,"Alabama","Fog",6750
"1337",2020,"Alabama","Precipitation",1287
"1338",2020,"Alabama","Rain",20677
"1339",2020,"Alabama","Snow",113
"1340",2020,"Alabama","Storm",46
"1341",2020,"Arizona","Cold",1059
"1342",2020,"Arizona","Fog",2261
"1343",2020,"Arizona","Precipitation",39
"1344",2020,"Arizona","Rain",3133
"1345",2020,"Arizona","Snow",755
"1346",2020,"Arizona","Storm",77
"1347",2020,"Arkansas","Cold",224
"1348",2020,"Arkansas","Fog",7102
"1349",2020,"Arkansas","Precipitation",1111
"1350",2020,"Arkansas","Rain",16900
"1351",2020,"Arkansas","Snow",442
"1352",2020,"Arkansas","Storm",30
"1353",2020,"California","Cold",2253
"1354",2020,"California","Fog",32562
"1355",2020,"California","Precipitation",142
"1356",2020,"California","Rain",14902
"1357",2020,"California","Snow",1586
"1358",2020,"California","Storm",293
"1359",2020,"Colorado","Cold",689
"1360",2020,"Colorado","Fog",3924
"1361",2020,"Colorado","Precipitation",151
"1362",2020,"Colorado","Rain",6721
"1363",2020,"Colorado","Snow",8664
"1364",2020,"Colorado","Storm",517
"1365",2020,"Connecticut","Cold",457
"1366",2020,"Connecticut","Fog",2000
"1367",2020,"Connecticut","Precipitation",80
"1368",2020,"Connecticut","Rain",4326
"1369",2020,"Connecticut","Snow",564
"1370",2020,"Connecticut","Storm",19
"1371",2020,"Delaware","Cold",11
"1372",2020,"Delaware","Fog",454
"1373",2020,"Delaware","Precipitation",60
"1374",2020,"Delaware","Rain",2128
"1375",2020,"Delaware","Snow",22
"1376",2020,"Delaware","Storm",12
"1377",2020,"Florida","Cold",1188
"1378",2020,"Florida","Fog",9394
"1379",2020,"Florida","Precipitation",3023
"1380",2020,"Florida","Rain",39851
"1381",2020,"Florida","Snow",15
"1382",2020,"Florida","Storm",130
"1383",2020,"Georgia","Cold",1223
"1384",2020,"Georgia","Fog",11629
"1385",2020,"Georgia","Precipitation",1035
"1386",2020,"Georgia","Rain",33072
"1387",2020,"Georgia","Snow",285
"1388",2020,"Georgia","Storm",8
"1389",2020,"Idaho","Cold",176
"1390",2020,"Idaho","Fog",4284
"1391",2020,"Idaho","Hail",1
"1392",2020,"Idaho","Precipitation",36
"1393",2020,"Idaho","Rain",4824
"1394",2020,"Idaho","Snow",5258
"1395",2020,"Idaho","Storm",72
"1396",2020,"Illinois","Cold",404
"1397",2020,"Illinois","Fog",8318
"1398",2020,"Illinois","Hail",1
"1399",2020,"Illinois","Precipitation",1157
"1400",2020,"Illinois","Rain",24159
"1401",2020,"Illinois","Snow",4457
"1402",2020,"Illinois","Storm",89
"1403",2020,"Indiana","Cold",1348
"1404",2020,"Indiana","Fog",4724
"1405",2020,"Indiana","Precipitation",427
"1406",2020,"Indiana","Rain",12613
"1407",2020,"Indiana","Snow",3081
"1408",2020,"Indiana","Storm",68
"1409",2020,"Iowa","Cold",450
"1410",2020,"Iowa","Fog",11225
"1411",2020,"Iowa","Hail",1
"1412",2020,"Iowa","Precipitation",516
"1413",2020,"Iowa","Rain",14968
"1414",2020,"Iowa","Snow",5388
"1415",2020,"Iowa","Storm",316
"1416",2020,"Kansas","Cold",200
"1417",2020,"Kansas","Fog",4142
"1418",2020,"Kansas","Hail",4
"1419",2020,"Kansas","Precipitation",694
"1420",2020,"Kansas","Rain",9150
"1421",2020,"Kansas","Snow",1818
"1422",2020,"Kansas","Storm",307
"1423",2020,"Kentucky","Cold",434
"1424",2020,"Kentucky","Fog",4117
"1425",2020,"Kentucky","Precipitation",619
"1426",2020,"Kentucky","Rain",15049
"1427",2020,"Kentucky","Snow",1072
"1428",2020,"Kentucky","Storm",14
"1429",2020,"Louisiana","Cold",615
"1430",2020,"Louisiana","Fog",8096
"1431",2020,"Louisiana","Hail",12
"1432",2020,"Louisiana","Precipitation",1545
"1433",2020,"Louisiana","Rain",20433
"1434",2020,"Louisiana","Snow",93
"1435",2020,"Louisiana","Storm",133
"1436",2020,"Maine","Cold",117
"1437",2020,"Maine","Fog",3491
"1438",2020,"Maine","Hail",1
"1439",2020,"Maine","Precipitation",149
"1440",2020,"Maine","Rain",5671
"1441",2020,"Maine","Snow",3103
"1442",2020,"Maine","Storm",12
"1443",2020,"Maryland","Cold",479
"1444",2020,"Maryland","Fog",2864
"1445",2020,"Maryland","Precipitation",248
"1446",2020,"Maryland","Rain",9044
"1447",2020,"Maryland","Snow",251
"1448",2020,"Maryland","Storm",24
"1449",2020,"Massachusetts","Cold",138
"1450",2020,"Massachusetts","Fog",5967
"1451",2020,"Massachusetts","Hail",3
"1452",2020,"Massachusetts","Precipitation",199
"1453",2020,"Massachusetts","Rain",9521
"1454",2020,"Massachusetts","Snow",1848
"1455",2020,"Massachusetts","Storm",63
"1456",2020,"Michigan","Cold",623
"1457",2020,"Michigan","Fog",10310
"1458",2020,"Michigan","Hail",10
"1459",2020,"Michigan","Precipitation",573
"1460",2020,"Michigan","Rain",26155
"1461",2020,"Michigan","Snow",16559
"1462",2020,"Michigan","Storm",65
"1463",2020,"Minnesota","Cold",2407
"1464",2020,"Minnesota","Fog",12372
"1465",2020,"Minnesota","Hail",1
"1466",2020,"Minnesota","Precipitation",1101
"1467",2020,"Minnesota","Rain",19988
"1468",2020,"Minnesota","Snow",14902
"1469",2020,"Minnesota","Storm",350
"1470",2020,"Mississippi","Cold",215
"1471",2020,"Mississippi","Fog",5817
"1472",2020,"Mississippi","Hail",1
"1473",2020,"Mississippi","Precipitation",1008
"1474",2020,"Mississippi","Rain",15661
"1475",2020,"Mississippi","Snow",46
"1476",2020,"Mississippi","Storm",14
"1477",2020,"Missouri","Cold",640
"1478",2020,"Missouri","Fog",5279
"1479",2020,"Missouri","Hail",2
"1480",2020,"Missouri","Precipitation",799
"1481",2020,"Missouri","Rain",12583
"1482",2020,"Missouri","Snow",1673
"1483",2020,"Missouri","Storm",27
"1484",2020,"Montana","Cold",224
"1485",2020,"Montana","Fog",2753
"1486",2020,"Montana","Hail",5
"1487",2020,"Montana","Precipitation",79
"1488",2020,"Montana","Rain",4109
"1489",2020,"Montana","Snow",5359
"1490",2020,"Montana","Storm",401
"1491",2020,"Nebraska","Cold",583
"1492",2020,"Nebraska","Fog",4436
"1493",2020,"Nebraska","Precipitation",430
"1494",2020,"Nebraska","Rain",8488
"1495",2020,"Nebraska","Snow",3841
"1496",2020,"Nebraska","Storm",492
"1497",2020,"Nevada","Cold",308
"1498",2020,"Nevada","Fog",1176
"1499",2020,"Nevada","Hail",3
"1500",2020,"Nevada","Precipitation",5
"1501",2020,"Nevada","Rain",1517
"1502",2020,"Nevada","Snow",924
"1503",2020,"Nevada","Storm",64
"1504",2020,"New Hampshire","Cold",51
"1505",2020,"New Hampshire","Fog",3021
"1506",2020,"New Hampshire","Precipitation",96
"1507",2020,"New Hampshire","Rain",4445
"1508",2020,"New Hampshire","Snow",2268
"1509",2020,"New Hampshire","Storm",377
"1510",2020,"New Jersey","Cold",573
"1511",2020,"New Jersey","Fog",3354
"1512",2020,"New Jersey","Precipitation",238
"1513",2020,"New Jersey","Rain",8399
"1514",2020,"New Jersey","Snow",411
"1515",2020,"New Jersey","Storm",34
"1516",2020,"New Mexico","Cold",269
"1517",2020,"New Mexico","Fog",1786
"1518",2020,"New Mexico","Hail",5
"1519",2020,"New Mexico","Precipitation",154
"1520",2020,"New Mexico","Rain",4690
"1521",2020,"New Mexico","Snow",2179
"1522",2020,"New Mexico","Storm",314
"1523",2020,"New York","Cold",393
"1524",2020,"New York","Fog",5579
"1525",2020,"New York","Hail",8
"1526",2020,"New York","Precipitation",419
"1527",2020,"New York","Rain",15665
"1528",2020,"New York","Snow",6157
"1529",2020,"New York","Storm",71
"1530",2020,"North Carolina","Cold",599
"1531",2020,"North Carolina","Fog",14216
"1532",2020,"North Carolina","Hail",1
"1533",2020,"North Carolina","Precipitation",1198
"1534",2020,"North Carolina","Rain",45500
"1535",2020,"North Carolina","Snow",687
"1536",2020,"North Carolina","Storm",101
"1537",2020,"North Dakota","Cold",540
"1538",2020,"North Dakota","Fog",5743
"1539",2020,"North Dakota","Hail",4
"1540",2020,"North Dakota","Precipitation",126
"1541",2020,"North Dakota","Rain",4113
"1542",2020,"North Dakota","Snow",6120
"1543",2020,"North Dakota","Storm",407
"1544",2020,"Ohio","Cold",798
"1545",2020,"Ohio","Fog",6999
"1546",2020,"Ohio","Hail",1
"1547",2020,"Ohio","Precipitation",895
"1548",2020,"Ohio","Rain",17237
"1549",2020,"Ohio","Snow",4385
"1550",2020,"Ohio","Storm",89
"1551",2020,"Oklahoma","Cold",970
"1552",2020,"Oklahoma","Fog",6815
"1553",2020,"Oklahoma","Hail",8
"1554",2020,"Oklahoma","Precipitation",1270
"1555",2020,"Oklahoma","Rain",16617
"1556",2020,"Oklahoma","Snow",1777
"1557",2020,"Oklahoma","Storm",228
"1558",2020,"Oregon","Cold",159
"1559",2020,"Oregon","Fog",8428
"1560",2020,"Oregon","Precipitation",60
"1561",2020,"Oregon","Rain",16352
"1562",2020,"Oregon","Snow",2197
"1563",2020,"Oregon","Storm",40
"1564",2020,"Pennsylvania","Cold",177
"1565",2020,"Pennsylvania","Fog",7971
"1566",2020,"Pennsylvania","Precipitation",470
"1567",2020,"Pennsylvania","Rain",17404
"1568",2020,"Pennsylvania","Snow",4423
"1569",2020,"Pennsylvania","Storm",37
"1570",2020,"Rhode Island","Cold",74
"1571",2020,"Rhode Island","Fog",1217
"1572",2020,"Rhode Island","Precipitation",32
"1573",2020,"Rhode Island","Rain",2284
"1574",2020,"Rhode Island","Snow",213
"1575",2020,"Rhode Island","Storm",13
"1576",2020,"South Carolina","Cold",244
"1577",2020,"South Carolina","Fog",7809
"1578",2020,"South Carolina","Precipitation",1167
"1579",2020,"South Carolina","Rain",23537
"1580",2020,"South Carolina","Snow",130
"1581",2020,"South Carolina","Storm",18
"1582",2020,"South Dakota","Cold",151
"1583",2020,"South Dakota","Fog",2343
"1584",2020,"South Dakota","Hail",4
"1585",2020,"South Dakota","Precipitation",527
"1586",2020,"South Dakota","Rain",4657
"1587",2020,"South Dakota","Snow",3317
"1588",2020,"South Dakota","Storm",431
"1589",2020,"Tennessee","Cold",54
"1590",2020,"Tennessee","Fog",4592
"1591",2020,"Tennessee","Precipitation",585
"1592",2020,"Tennessee","Rain",8873
"1593",2020,"Tennessee","Snow",398
"1594",2020,"Tennessee","Storm",11
"1595",2020,"Texas","Cold",1635
"1596",2020,"Texas","Fog",23943
"1597",2020,"Texas","Hail",19
"1598",2020,"Texas","Precipitation",3325
"1599",2020,"Texas","Rain",49069
"1600",2020,"Texas","Snow",1847
"1601",2020,"Texas","Storm",670
"1602",2020,"Utah","Cold",86
"1603",2020,"Utah","Fog",1318
"1604",2020,"Utah","Hail",4
"1605",2020,"Utah","Precipitation",15
"1606",2020,"Utah","Rain",1915
"1607",2020,"Utah","Snow",1751
"1608",2020,"Utah","Storm",267
"1609",2020,"Vermont","Cold",60
"1610",2020,"Vermont","Fog",1356
"1611",2020,"Vermont","Precipitation",106
"1612",2020,"Vermont","Rain",3375
"1613",2020,"Vermont","Snow",2149
"1614",2020,"Vermont","Storm",1
"1615",2020,"Virginia","Cold",1300
"1616",2020,"Virginia","Fog",8575
"1617",2020,"Virginia","Precipitation",988
"1618",2020,"Virginia","Rain",30255
"1619",2020,"Virginia","Snow",1357
"1620",2020,"Virginia","Storm",27
"1621",2020,"Washington","Cold",176
"1622",2020,"Washington","Fog",9668
"1623",2020,"Washington","Hail",9
"1624",2020,"Washington","Precipitation",63
"1625",2020,"Washington","Rain",20675
"1626",2020,"Washington","Snow",2328
"1627",2020,"Washington","Storm",68
"1628",2020,"West Virginia","Cold",666
"1629",2020,"West Virginia","Fog",4099
"1630",2020,"West Virginia","Hail",1
"1631",2020,"West Virginia","Precipitation",171
"1632",2020,"West Virginia","Rain",8918
"1633",2020,"West Virginia","Snow",1863
"1634",2020,"West Virginia","Storm",15
"1635",2020,"Wisconsin","Cold",464
"1636",2020,"Wisconsin","Fog",8542
"1637",2020,"Wisconsin","Hail",1
"1638",2020,"Wisconsin","Precipitation",878
"1639",2020,"Wisconsin","Rain",19521
"1640",2020,"Wisconsin","Snow",9719
"1641",2020,"Wisconsin","Storm",45
"1642",2020,"Wyoming","Cold",877
"1643",2020,"Wyoming","Fog",3837
"1644",2020,"Wyoming","Hail",3
"1645",2020,"Wyoming","Precipitation",92
"1646",2020,"Wyoming","Rain",5759
"1647",2020,"Wyoming","Snow",10239
"1648",2020,"Wyoming","Storm",957
"1649",2021,"Alabama","Cold",550
"1650",2021,"Alabama","Fog",9282
"1651",2021,"Alabama","Precipitation",1716
"1652",2021,"Alabama","Rain",20491
"1653",2021,"Alabama","Snow",244
"1654",2021,"Alabama","Storm",14
"1655",2021,"Arizona","Cold",1185
"1656",2021,"Arizona","Fog",2319
"1657",2021,"Arizona","Hail",6
"1658",2021,"Arizona","Precipitation",219
"1659",2021,"Arizona","Rain",5217
"1660",2021,"Arizona","Snow",1603
"1661",2021,"Arizona","Storm",197
"1662",2021,"Arkansas","Cold",260
"1663",2021,"Arkansas","Fog",7228
"1664",2021,"Arkansas","Hail",1
"1665",2021,"Arkansas","Precipitation",1261
"1666",2021,"Arkansas","Rain",13336
"1667",2021,"Arkansas","Snow",774
"1668",2021,"Arkansas","Storm",17
"1669",2021,"California","Cold",2576
"1670",2021,"California","Fog",31643
"1671",2021,"California","Hail",5
"1672",2021,"California","Precipitation",207
"1673",2021,"California","Rain",18660
"1674",2021,"California","Snow",2239
"1675",2021,"California","Storm",514
"1676",2021,"Colorado","Cold",915
"1677",2021,"Colorado","Fog",3759
"1678",2021,"Colorado","Hail",12
"1679",2021,"Colorado","Precipitation",244
"1680",2021,"Colorado","Rain",8978
"1681",2021,"Colorado","Snow",8678
"1682",2021,"Colorado","Storm",443
"1683",2021,"Connecticut","Cold",745
"1684",2021,"Connecticut","Fog",1854
"1685",2021,"Connecticut","Hail",1
"1686",2021,"Connecticut","Precipitation",126
"1687",2021,"Connecticut","Rain",4342
"1688",2021,"Connecticut","Snow",735
"1689",2021,"Connecticut","Storm",3
"1690",2021,"Delaware","Cold",10
"1691",2021,"Delaware","Fog",330
"1692",2021,"Delaware","Precipitation",41
"1693",2021,"Delaware","Rain",1655
"1694",2021,"Delaware","Snow",129
"1695",2021,"Delaware","Storm",5
"1696",2021,"Florida","Cold",1298
"1697",2021,"Florida","Fog",11924
"1698",2021,"Florida","Precipitation",3272
"1699",2021,"Florida","Rain",36138
"1700",2021,"Florida","Snow",10
"1701",2021,"Florida","Storm",79
"1702",2021,"Georgia","Cold",757
"1703",2021,"Georgia","Fog",13590
"1704",2021,"Georgia","Hail",1
"1705",2021,"Georgia","Precipitation",1036
"1706",2021,"Georgia","Rain",31239
"1707",2021,"Georgia","Snow",196
"1708",2021,"Georgia","Storm",2
"1709",2021,"Idaho","Cold",162
"1710",2021,"Idaho","Fog",3860
"1711",2021,"Idaho","Precipitation",53
"1712",2021,"Idaho","Rain",4423
"1713",2021,"Idaho","Snow",5277
"1714",2021,"Idaho","Storm",83
"1715",2021,"Illinois","Cold",513
"1716",2021,"Illinois","Fog",8436
"1717",2021,"Illinois","Precipitation",1231
"1718",2021,"Illinois","Rain",23337
"1719",2021,"Illinois","Snow",4353
"1720",2021,"Illinois","Storm",111
"1721",2021,"Indiana","Cold",963
"1722",2021,"Indiana","Fog",4963
"1723",2021,"Indiana","Precipitation",475
"1724",2021,"Indiana","Rain",12334
"1725",2021,"Indiana","Snow",3209
"1726",2021,"Indiana","Storm",59
"1727",2021,"Iowa","Cold",992
"1728",2021,"Iowa","Fog",10812
"1729",2021,"Iowa","Hail",3
"1730",2021,"Iowa","Precipitation",551
"1731",2021,"Iowa","Rain",14267
"1732",2021,"Iowa","Snow",4189
"1733",2021,"Iowa","Storm",303
"1734",2021,"Kansas","Cold",188
"1735",2021,"Kansas","Fog",3788
"1736",2021,"Kansas","Hail",3
"1737",2021,"Kansas","Precipitation",813
"1738",2021,"Kansas","Rain",8807
"1739",2021,"Kansas","Snow",1651
"1740",2021,"Kansas","Storm",340
"1741",2021,"Kentucky","Cold",441
"1742",2021,"Kentucky","Fog",4280
"1743",2021,"Kentucky","Hail",5
"1744",2021,"Kentucky","Precipitation",672
"1745",2021,"Kentucky","Rain",13289
"1746",2021,"Kentucky","Snow",1426
"1747",2021,"Kentucky","Storm",4
"1748",2021,"Louisiana","Cold",520
"1749",2021,"Louisiana","Fog",8226
"1750",2021,"Louisiana","Hail",2
"1751",2021,"Louisiana","Precipitation",2034
"1752",2021,"Louisiana","Rain",18074
"1753",2021,"Louisiana","Snow",540
"1754",2021,"Louisiana","Storm",49
"1755",2021,"Maine","Cold",84
"1756",2021,"Maine","Fog",2997
"1757",2021,"Maine","Hail",3
"1758",2021,"Maine","Precipitation",100
"1759",2021,"Maine","Rain",6395
"1760",2021,"Maine","Snow",2631
"1761",2021,"Maine","Storm",9
"1762",2021,"Maryland","Cold",430
"1763",2021,"Maryland","Fog",2571
"1764",2021,"Maryland","Hail",2
"1765",2021,"Maryland","Precipitation",240
"1766",2021,"Maryland","Rain",6927
"1767",2021,"Maryland","Snow",823
"1768",2021,"Maryland","Storm",21
"1769",2021,"Massachusetts","Cold",203
"1770",2021,"Massachusetts","Fog",5118
"1771",2021,"Massachusetts","Hail",1
"1772",2021,"Massachusetts","Precipitation",281
"1773",2021,"Massachusetts","Rain",11242
"1774",2021,"Massachusetts","Snow",2176
"1775",2021,"Massachusetts","Storm",48
"1776",2021,"Michigan","Cold",490
"1777",2021,"Michigan","Fog",14197
"1778",2021,"Michigan","Hail",2
"1779",2021,"Michigan","Precipitation",642
"1780",2021,"Michigan","Rain",25846
"1781",2021,"Michigan","Snow",15542
"1782",2021,"Michigan","Storm",87
"1783",2021,"Minnesota","Cold",2629
"1784",2021,"Minnesota","Fog",15180
"1785",2021,"Minnesota","Hail",2
"1786",2021,"Minnesota","Precipitation",959
"1787",2021,"Minnesota","Rain",22013
"1788",2021,"Minnesota","Snow",14065
"1789",2021,"Minnesota","Storm",236
"1790",2021,"Mississippi","Cold",215
"1791",2021,"Mississippi","Fog",6478
"1792",2021,"Mississippi","Precipitation",1277
"1793",2021,"Mississippi","Rain",12862
"1794",2021,"Mississippi","Snow",321
"1795",2021,"Mississippi","Storm",27
"1796",2021,"Missouri","Cold",420
"1797",2021,"Missouri","Fog",5202
"1798",2021,"Missouri","Hail",1
"1799",2021,"Missouri","Precipitation",934
"1800",2021,"Missouri","Rain",11886
"1801",2021,"Missouri","Snow",1932
"1802",2021,"Missouri","Storm",32
"1803",2021,"Montana","Cold",410
"1804",2021,"Montana","Fog",3609
"1805",2021,"Montana","Hail",7
"1806",2021,"Montana","Precipitation",58
"1807",2021,"Montana","Rain",3752
"1808",2021,"Montana","Snow",5379
"1809",2021,"Montana","Storm",585
"1810",2021,"Nebraska","Cold",614
"1811",2021,"Nebraska","Fog",4926
"1812",2021,"Nebraska","Precipitation",619
"1813",2021,"Nebraska","Rain",8854
"1814",2021,"Nebraska","Snow",3474
"1815",2021,"Nebraska","Storm",473
"1816",2021,"Nevada","Cold",174
"1817",2021,"Nevada","Fog",1771
"1818",2021,"Nevada","Hail",3
"1819",2021,"Nevada","Precipitation",26
"1820",2021,"Nevada","Rain",1882
"1821",2021,"Nevada","Snow",1649
"1822",2021,"Nevada","Storm",98
"1823",2021,"New Hampshire","Cold",70
"1824",2021,"New Hampshire","Fog",2920
"1825",2021,"New Hampshire","Hail",3
"1826",2021,"New Hampshire","Precipitation",91
"1827",2021,"New Hampshire","Rain",5433
"1828",2021,"New Hampshire","Snow",2401
"1829",2021,"New Hampshire","Storm",367
"1830",2021,"New Jersey","Cold",66
"1831",2021,"New Jersey","Fog",2564
"1832",2021,"New Jersey","Precipitation",264
"1833",2021,"New Jersey","Rain",7082
"1834",2021,"New Jersey","Snow",997
"1835",2021,"New Jersey","Storm",17
"1836",2021,"New Mexico","Cold",333
"1837",2021,"New Mexico","Fog",1817
"1838",2021,"New Mexico","Hail",4
"1839",2021,"New Mexico","Precipitation",201
"1840",2021,"New Mexico","Rain",5553
"1841",2021,"New Mexico","Snow",1719
"1842",2021,"New Mexico","Storm",415
"1843",2021,"New York","Cold",203
"1844",2021,"New York","Fog",5939
"1845",2021,"New York","Hail",5
"1846",2021,"New York","Precipitation",534
"1847",2021,"New York","Rain",16353
"1848",2021,"New York","Snow",6320
"1849",2021,"New York","Storm",49
"1850",2021,"North Carolina","Cold",628
"1851",2021,"North Carolina","Fog",14516
"1852",2021,"North Carolina","Precipitation",1091
"1853",2021,"North Carolina","Rain",34362
"1854",2021,"North Carolina","Snow",1142
"1855",2021,"North Carolina","Storm",25
"1856",2021,"North Dakota","Cold",835
"1857",2021,"North Dakota","Fog",7546
"1858",2021,"North Dakota","Hail",1
"1859",2021,"North Dakota","Precipitation",90
"1860",2021,"North Dakota","Rain",4723
"1861",2021,"North Dakota","Snow",5509
"1862",2021,"North Dakota","Storm",900
"1863",2021,"Ohio","Cold",293
"1864",2021,"Ohio","Fog",7841
"1865",2021,"Ohio","Hail",2
"1866",2021,"Ohio","Precipitation",689
"1867",2021,"Ohio","Rain",16954
"1868",2021,"Ohio","Snow",4215
"1869",2021,"Ohio","Storm",57
"1870",2021,"Oklahoma","Cold",601
"1871",2021,"Oklahoma","Fog",6305
"1872",2021,"Oklahoma","Precipitation",1152
"1873",2021,"Oklahoma","Rain",14416
"1874",2021,"Oklahoma","Snow",1480
"1875",2021,"Oklahoma","Storm",240
"1876",2021,"Oregon","Cold",110
"1877",2021,"Oregon","Fog",7649
"1878",2021,"Oregon","Hail",2
"1879",2021,"Oregon","Precipitation",24
"1880",2021,"Oregon","Rain",16434
"1881",2021,"Oregon","Snow",2903
"1882",2021,"Oregon","Storm",61
"1883",2021,"Pennsylvania","Cold",159
"1884",2021,"Pennsylvania","Fog",8377
"1885",2021,"Pennsylvania","Precipitation",693
"1886",2021,"Pennsylvania","Rain",16236
"1887",2021,"Pennsylvania","Snow",4616
"1888",2021,"Pennsylvania","Storm",19
"1889",2021,"Rhode Island","Cold",35
"1890",2021,"Rhode Island","Fog",1114
"1891",2021,"Rhode Island","Precipitation",40
"1892",2021,"Rhode Island","Rain",2225
"1893",2021,"Rhode Island","Snow",353
"1894",2021,"Rhode Island","Storm",13
"1895",2021,"South Carolina","Cold",480
"1896",2021,"South Carolina","Fog",8088
"1897",2021,"South Carolina","Precipitation",927
"1898",2021,"South Carolina","Rain",19015
"1899",2021,"South Carolina","Snow",131
"1900",2021,"South Carolina","Storm",11
"1901",2021,"South Dakota","Cold",269
"1902",2021,"South Dakota","Fog",2799
"1903",2021,"South Dakota","Hail",3
"1904",2021,"South Dakota","Precipitation",313
"1905",2021,"South Dakota","Rain",5082
"1906",2021,"South Dakota","Snow",3402
"1907",2021,"South Dakota","Storm",610
"1908",2021,"Tennessee","Cold",49
"1909",2021,"Tennessee","Fog",5547
"1910",2021,"Tennessee","Hail",2
"1911",2021,"Tennessee","Precipitation",553
"1912",2021,"Tennessee","Rain",7001
"1913",2021,"Tennessee","Snow",448
"1914",2021,"Tennessee","Storm",15
"1915",2021,"Texas","Cold",2385
"1916",2021,"Texas","Fog",25883
"1917",2021,"Texas","Hail",13
"1918",2021,"Texas","Precipitation",4184
"1919",2021,"Texas","Rain",46528
"1920",2021,"Texas","Snow",2756
"1921",2021,"Texas","Storm",624
"1922",2021,"Utah","Cold",146
"1923",2021,"Utah","Fog",1239
"1924",2021,"Utah","Hail",3
"1925",2021,"Utah","Precipitation",57
"1926",2021,"Utah","Rain",2797
"1927",2021,"Utah","Snow",2030
"1928",2021,"Utah","Storm",120
"1929",2021,"Vermont","Cold",73
"1930",2021,"Vermont","Fog",1624
"1931",2021,"Vermont","Hail",1
"1932",2021,"Vermont","Precipitation",90
"1933",2021,"Vermont","Rain",3786
"1934",2021,"Vermont","Snow",2107
"1935",2021,"Vermont","Storm",1
"1936",2021,"Virginia","Cold",1724
"1937",2021,"Virginia","Fog",8149
"1938",2021,"Virginia","Hail",5
"1939",2021,"Virginia","Precipitation",930
"1940",2021,"Virginia","Rain",22047
"1941",2021,"Virginia","Snow",2421
"1942",2021,"Virginia","Storm",19
"1943",2021,"Washington","Cold",201
"1944",2021,"Washington","Fog",8408
"1945",2021,"Washington","Hail",9
"1946",2021,"Washington","Precipitation",41
"1947",2021,"Washington","Rain",19952
"1948",2021,"Washington","Snow",3018
"1949",2021,"Washington","Storm",97
"1950",2021,"West Virginia","Cold",269
"1951",2021,"West Virginia","Fog",4242
"1952",2021,"West Virginia","Precipitation",205
"1953",2021,"West Virginia","Rain",7868
"1954",2021,"West Virginia","Snow",1836
"1955",2021,"West Virginia","Storm",11
"1956",2021,"Wisconsin","Cold",1041
"1957",2021,"Wisconsin","Fog",11869
"1958",2021,"Wisconsin","Precipitation",803
"1959",2021,"Wisconsin","Rain",17317
"1960",2021,"Wisconsin","Snow",8028
"1961",2021,"Wisconsin","Storm",93
"1962",2021,"Wyoming","Cold",785
"1963",2021,"Wyoming","Fog",4642
"1964",2021,"Wyoming","Precipitation",90
"1965",2021,"Wyoming","Rain",7594
"1966",2021,"Wyoming","Snow",11757
"1967",2021,"Wyoming","Storm",1046
